Area,Date,Category,Subcategory,Variable,Unit,Value
Mexico,2019-08-01,Electricity generation,Fuel,Solar,%,2.64
Mexico,2019-08-01,Electricity generation,Fuel,Wind,%,3.95
Mexico,2019-09-01,Electricity generation,Aggregate fuel,Clean,%,18.73
Mexico,2019-09-01,Electricity generation,Aggregate fuel,Fossil,%,81.27
Mexico,2019-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.49
Mexico,2019-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.73
Mexico,2019-09-01,Electricity generation,Aggregate fuel,Renewables,%,14.81
Mexico,2019-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.08
Mexico,2019-09-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2019-09-01,Electricity generation,Fuel,Coal,%,8.78
Mexico,2019-09-01,Electricity generation,Fuel,Gas,%,55.55
Mexico,2019-09-01,Electricity generation,Fuel,Hydro,%,6.28
Mexico,2019-09-01,Electricity generation,Fuel,Nuclear,%,3.92
Mexico,2019-09-01,Electricity generation,Fuel,Other Fossil,%,16.94
Mexico,2019-09-01,Electricity generation,Fuel,Other Renewables,%,1.45
Mexico,2019-09-01,Electricity generation,Fuel,Solar,%,2.76
Mexico,2019-09-01,Electricity generation,Fuel,Wind,%,4.32
Mexico,2019-10-01,Electricity generation,Aggregate fuel,Clean,%,18.41
Mexico,2019-10-01,Electricity generation,Aggregate fuel,Fossil,%,81.59
Mexico,2019-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,75.37
Mexico,2019-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.23
Mexico,2019-10-01,Electricity generation,Aggregate fuel,Renewables,%,14.47
Mexico,2019-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.24
Mexico,2019-10-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2019-10-01,Electricity generation,Fuel,Coal,%,6.22
Mexico,2019-10-01,Electricity generation,Fuel,Gas,%,57.87
Mexico,2019-10-01,Electricity generation,Fuel,Hydro,%,5.73
Mexico,2019-10-01,Electricity generation,Fuel,Nuclear,%,3.94
Mexico,2019-10-01,Electricity generation,Fuel,Other Fossil,%,17.5
Mexico,2019-10-01,Electricity generation,Fuel,Other Renewables,%,1.5
Mexico,2019-10-01,Electricity generation,Fuel,Solar,%,3.04
Mexico,2019-10-01,Electricity generation,Fuel,Wind,%,4.2
Mexico,2019-11-01,Electricity generation,Aggregate fuel,Clean,%,22.1
Mexico,2019-11-01,Electricity generation,Aggregate fuel,Fossil,%,77.9
Mexico,2019-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.88
Mexico,2019-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.79
Mexico,2019-11-01,Electricity generation,Aggregate fuel,Renewables,%,17.5
Mexico,2019-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.71
Mexico,2019-11-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2019-11-01,Electricity generation,Fuel,Coal,%,5.02
Mexico,2019-11-01,Electricity generation,Fuel,Gas,%,55.55
Mexico,2019-11-01,Electricity generation,Fuel,Hydro,%,6.24
Mexico,2019-11-01,Electricity generation,Fuel,Nuclear,%,4.6
Mexico,2019-11-01,Electricity generation,Fuel,Other Fossil,%,17.33
Mexico,2019-11-01,Electricity generation,Fuel,Other Renewables,%,1.55
Mexico,2019-11-01,Electricity generation,Fuel,Solar,%,2.72
Mexico,2019-11-01,Electricity generation,Fuel,Wind,%,6.99
Mexico,2019-12-01,Electricity generation,Aggregate fuel,Clean,%,22.17
Mexico,2019-12-01,Electricity generation,Aggregate fuel,Fossil,%,77.85
Mexico,2019-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.4
Mexico,2019-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.39
Mexico,2019-12-01,Electricity generation,Aggregate fuel,Renewables,%,17.7
Mexico,2019-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.31
Mexico,2019-12-01,Electricity generation,Fuel,Bioenergy,%,0.09
Mexico,2019-12-01,Electricity generation,Fuel,Coal,%,5.45
Mexico,2019-12-01,Electricity generation,Fuel,Gas,%,55.05
Mexico,2019-12-01,Electricity generation,Fuel,Hydro,%,5.58
Mexico,2019-12-01,Electricity generation,Fuel,Nuclear,%,4.47
Mexico,2019-12-01,Electricity generation,Fuel,Other Fossil,%,17.35
Mexico,2019-12-01,Electricity generation,Fuel,Other Renewables,%,1.72
Mexico,2019-12-01,Electricity generation,Fuel,Solar,%,3.18
Mexico,2019-12-01,Electricity generation,Fuel,Wind,%,7.13
Mexico,2020-01-01,Electricity generation,Aggregate fuel,Clean,%,22.7
Mexico,2020-01-01,Electricity generation,Aggregate fuel,Fossil,%,77.3
Mexico,2020-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.93
Mexico,2020-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.83
Mexico,2020-01-01,Electricity generation,Aggregate fuel,Renewables,%,18.16
Mexico,2020-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.33
Mexico,2020-01-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2020-01-01,Electricity generation,Fuel,Coal,%,3.37
Mexico,2020-01-01,Electricity generation,Fuel,Gas,%,62.52
Mexico,2020-01-01,Electricity generation,Fuel,Hydro,%,5.0
Mexico,2020-01-01,Electricity generation,Fuel,Nuclear,%,4.54
Mexico,2020-01-01,Electricity generation,Fuel,Other Fossil,%,11.41
Mexico,2020-01-01,Electricity generation,Fuel,Other Renewables,%,1.79
Mexico,2020-01-01,Electricity generation,Fuel,Solar,%,3.25
Mexico,2020-01-01,Electricity generation,Fuel,Wind,%,8.08
Mexico,2020-02-01,Electricity generation,Aggregate fuel,Clean,%,22.93
Mexico,2020-02-01,Electricity generation,Aggregate fuel,Fossil,%,77.08
Mexico,2020-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.51
Mexico,2020-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.48
Mexico,2020-02-01,Electricity generation,Aggregate fuel,Renewables,%,18.23
Mexico,2020-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.75
Mexico,2020-02-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2020-02-01,Electricity generation,Fuel,Coal,%,3.57
Mexico,2020-02-01,Electricity generation,Fuel,Gas,%,62.11
Mexico,2020-02-01,Electricity generation,Fuel,Hydro,%,4.74
Mexico,2020-02-01,Electricity generation,Fuel,Nuclear,%,4.7
Mexico,2020-02-01,Electricity generation,Fuel,Other Fossil,%,11.4
Mexico,2020-02-01,Electricity generation,Fuel,Other Renewables,%,1.7
Mexico,2020-02-01,Electricity generation,Fuel,Solar,%,3.83
Mexico,2020-02-01,Electricity generation,Fuel,Wind,%,7.92
Mexico,2020-03-01,Electricity generation,Aggregate fuel,Clean,%,23.65
Mexico,2020-03-01,Electricity generation,Aggregate fuel,Fossil,%,76.36
Mexico,2020-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.02
Mexico,2020-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.19
Mexico,2020-03-01,Electricity generation,Aggregate fuel,Renewables,%,19.22
Mexico,2020-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.03
Mexico,2020-03-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2020-03-01,Electricity generation,Fuel,Coal,%,3.34
Mexico,2020-03-01,Electricity generation,Fuel,Gas,%,61.84
Mexico,2020-03-01,Electricity generation,Fuel,Hydro,%,6.56
Mexico,2020-03-01,Electricity generation,Fuel,Nuclear,%,4.43
Mexico,2020-03-01,Electricity generation,Fuel,Other Fossil,%,11.18
Mexico,2020-03-01,Electricity generation,Fuel,Other Renewables,%,1.59
Mexico,2020-03-01,Electricity generation,Fuel,Solar,%,4.31
Mexico,2020-03-01,Electricity generation,Fuel,Wind,%,6.72
Mexico,2020-04-01,Electricity generation,Aggregate fuel,Clean,%,26.94
Mexico,2020-04-01,Electricity generation,Aggregate fuel,Fossil,%,73.05
Mexico,2020-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,70.33
Mexico,2020-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.79
Mexico,2020-04-01,Electricity generation,Aggregate fuel,Renewables,%,22.26
Mexico,2020-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.47
Mexico,2020-04-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2020-04-01,Electricity generation,Fuel,Coal,%,2.72
Mexico,2020-04-01,Electricity generation,Fuel,Gas,%,59.39
Mexico,2020-04-01,Electricity generation,Fuel,Hydro,%,10.05
Mexico,2020-04-01,Electricity generation,Fuel,Nuclear,%,4.68
Mexico,2020-04-01,Electricity generation,Fuel,Other Fossil,%,10.94
Mexico,2020-04-01,Electricity generation,Fuel,Other Renewables,%,1.7
Mexico,2020-04-01,Electricity generation,Fuel,Solar,%,5.36
Mexico,2020-04-01,Electricity generation,Fuel,Wind,%,5.11
Mexico,2020-05-01,Electricity generation,Aggregate fuel,Clean,%,27.05
Mexico,2020-05-01,Electricity generation,Aggregate fuel,Fossil,%,72.94
Mexico,2020-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,70.19
Mexico,2020-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,12.82
Mexico,2020-05-01,Electricity generation,Aggregate fuel,Renewables,%,23.08
Mexico,2020-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.26
Mexico,2020-05-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2020-05-01,Electricity generation,Fuel,Coal,%,2.75
Mexico,2020-05-01,Electricity generation,Fuel,Gas,%,59.38
Mexico,2020-05-01,Electricity generation,Fuel,Hydro,%,11.17
Mexico,2020-05-01,Electricity generation,Fuel,Nuclear,%,3.97
Mexico,2020-05-01,Electricity generation,Fuel,Other Fossil,%,10.81
Mexico,2020-05-01,Electricity generation,Fuel,Other Renewables,%,1.61
Mexico,2020-05-01,Electricity generation,Fuel,Solar,%,4.56
Mexico,2020-05-01,Electricity generation,Fuel,Wind,%,5.7
Mexico,2020-06-01,Electricity generation,Aggregate fuel,Clean,%,24.34
Mexico,2020-06-01,Electricity generation,Aggregate fuel,Fossil,%,75.67
Mexico,2020-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.97
Mexico,2020-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.11
Mexico,2020-06-01,Electricity generation,Aggregate fuel,Renewables,%,20.83
Mexico,2020-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.72
Mexico,2020-06-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-06-01,Electricity generation,Fuel,Coal,%,2.7
Mexico,2020-06-01,Electricity generation,Fuel,Gas,%,61.85
Mexico,2020-06-01,Electricity generation,Fuel,Hydro,%,9.71
Mexico,2020-06-01,Electricity generation,Fuel,Nuclear,%,3.51
Mexico,2020-06-01,Electricity generation,Fuel,Other Fossil,%,11.12
Mexico,2020-06-01,Electricity generation,Fuel,Other Renewables,%,1.4
Mexico,2020-06-01,Electricity generation,Fuel,Solar,%,4.73
Mexico,2020-06-01,Electricity generation,Fuel,Wind,%,4.99
Mexico,2020-07-01,Electricity generation,Aggregate fuel,Clean,%,24.3
Mexico,2020-07-01,Electricity generation,Aggregate fuel,Fossil,%,75.7
Mexico,2020-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.23
Mexico,2020-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.33
Mexico,2020-07-01,Electricity generation,Aggregate fuel,Renewables,%,20.9
Mexico,2020-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.57
Mexico,2020-07-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-07-01,Electricity generation,Fuel,Coal,%,2.47
Mexico,2020-07-01,Electricity generation,Fuel,Gas,%,62.15
Mexico,2020-07-01,Electricity generation,Fuel,Hydro,%,9.99
Mexico,2020-07-01,Electricity generation,Fuel,Nuclear,%,3.4
Mexico,2020-07-01,Electricity generation,Fuel,Other Fossil,%,11.08
Mexico,2020-07-01,Electricity generation,Fuel,Other Renewables,%,1.34
Mexico,2020-07-01,Electricity generation,Fuel,Solar,%,4.22
Mexico,2020-07-01,Electricity generation,Fuel,Wind,%,5.35
Mexico,2020-08-01,Electricity generation,Aggregate fuel,Clean,%,23.37
Mexico,2020-08-01,Electricity generation,Aggregate fuel,Fossil,%,76.63
Mexico,2020-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,74.98
Mexico,2020-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.41
Mexico,2020-08-01,Electricity generation,Aggregate fuel,Renewables,%,20.88
Mexico,2020-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.47
Mexico,2020-08-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-08-01,Electricity generation,Fuel,Coal,%,1.65
Mexico,2020-08-01,Electricity generation,Fuel,Gas,%,63.67
Mexico,2020-08-01,Electricity generation,Fuel,Hydro,%,10.2
Mexico,2020-08-01,Electricity generation,Fuel,Nuclear,%,2.49
Mexico,2020-08-01,Electricity generation,Fuel,Other Fossil,%,11.31
Mexico,2020-08-01,Electricity generation,Fuel,Other Renewables,%,1.21
Mexico,2020-08-01,Electricity generation,Fuel,Solar,%,4.18
Mexico,2020-08-01,Electricity generation,Fuel,Wind,%,5.29
Mexico,2020-09-01,Electricity generation,Aggregate fuel,Clean,%,22.54
Mexico,2020-09-01,Electricity generation,Aggregate fuel,Fossil,%,77.47
Mexico,2020-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,75.57
Mexico,2020-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,12.11
Mexico,2020-09-01,Electricity generation,Aggregate fuel,Renewables,%,20.71
Mexico,2020-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,8.6
Mexico,2020-09-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-09-01,Electricity generation,Fuel,Coal,%,1.9
Mexico,2020-09-01,Electricity generation,Fuel,Gas,%,64.08
Mexico,2020-09-01,Electricity generation,Fuel,Hydro,%,10.9
Mexico,2020-09-01,Electricity generation,Fuel,Nuclear,%,1.83
Mexico,2020-09-01,Electricity generation,Fuel,Other Fossil,%,11.49
Mexico,2020-09-01,Electricity generation,Fuel,Other Renewables,%,1.21
Mexico,2020-09-01,Electricity generation,Fuel,Solar,%,4.1
Mexico,2020-09-01,Electricity generation,Fuel,Wind,%,4.5
Mexico,2020-10-01,Electricity generation,Aggregate fuel,Clean,%,24.99
Mexico,2020-10-01,Electricity generation,Aggregate fuel,Fossil,%,75.02
Mexico,2020-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.0
Mexico,2020-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,10.29
Mexico,2020-10-01,Electricity generation,Aggregate fuel,Renewables,%,21.35
Mexico,2020-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.06
Mexico,2020-10-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-10-01,Electricity generation,Fuel,Coal,%,2.02
Mexico,2020-10-01,Electricity generation,Fuel,Gas,%,61.87
Mexico,2020-10-01,Electricity generation,Fuel,Hydro,%,9.04
Mexico,2020-10-01,Electricity generation,Fuel,Nuclear,%,3.64
Mexico,2020-10-01,Electricity generation,Fuel,Other Fossil,%,11.13
Mexico,2020-10-01,Electricity generation,Fuel,Other Renewables,%,1.25
Mexico,2020-10-01,Electricity generation,Fuel,Solar,%,4.78
Mexico,2020-10-01,Electricity generation,Fuel,Wind,%,6.28
Mexico,2020-11-01,Electricity generation,Aggregate fuel,Clean,%,24.3
Mexico,2020-11-01,Electricity generation,Aggregate fuel,Fossil,%,75.7
Mexico,2020-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.26
Mexico,2020-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.84
Mexico,2020-11-01,Electricity generation,Aggregate fuel,Renewables,%,21.45
Mexico,2020-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.61
Mexico,2020-11-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2020-11-01,Electricity generation,Fuel,Coal,%,2.44
Mexico,2020-11-01,Electricity generation,Fuel,Gas,%,61.98
Mexico,2020-11-01,Electricity generation,Fuel,Hydro,%,7.48
Mexico,2020-11-01,Electricity generation,Fuel,Nuclear,%,2.85
Mexico,2020-11-01,Electricity generation,Fuel,Other Fossil,%,11.28
Mexico,2020-11-01,Electricity generation,Fuel,Other Renewables,%,1.36
Mexico,2020-11-01,Electricity generation,Fuel,Solar,%,4.59
Mexico,2020-11-01,Electricity generation,Fuel,Wind,%,8.02
Mexico,2020-12-01,Electricity generation,Aggregate fuel,Clean,%,25.44
Mexico,2020-12-01,Electricity generation,Aggregate fuel,Fossil,%,74.56
Mexico,2020-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.25
Mexico,2020-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,9.29
Mexico,2020-12-01,Electricity generation,Aggregate fuel,Renewables,%,23.04
Mexico,2020-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.75
Mexico,2020-12-01,Electricity generation,Fuel,Bioenergy,%,0.08
Mexico,2020-12-01,Electricity generation,Fuel,Coal,%,2.31
Mexico,2020-12-01,Electricity generation,Fuel,Gas,%,61.06
Mexico,2020-12-01,Electricity generation,Fuel,Hydro,%,7.7
Mexico,2020-12-01,Electricity generation,Fuel,Nuclear,%,2.4
Mexico,2020-12-01,Electricity generation,Fuel,Other Fossil,%,11.19
Mexico,2020-12-01,Electricity generation,Fuel,Other Renewables,%,1.51
Mexico,2020-12-01,Electricity generation,Fuel,Solar,%,4.46
Mexico,2020-12-01,Electricity generation,Fuel,Wind,%,9.29
Mexico,2021-01-01,Electricity generation,Aggregate fuel,Clean,%,23.86
Mexico,2021-01-01,Electricity generation,Aggregate fuel,Fossil,%,76.14
Mexico,2021-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,73.43
Mexico,2021-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,9.3
Mexico,2021-01-01,Electricity generation,Aggregate fuel,Renewables,%,22.32
Mexico,2021-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.02
Mexico,2021-01-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2021-01-01,Electricity generation,Fuel,Coal,%,2.71
Mexico,2021-01-01,Electricity generation,Fuel,Gas,%,62.08
Mexico,2021-01-01,Electricity generation,Fuel,Hydro,%,7.76
Mexico,2021-01-01,Electricity generation,Fuel,Nuclear,%,1.54
Mexico,2021-01-01,Electricity generation,Fuel,Other Fossil,%,11.35
Mexico,2021-01-01,Electricity generation,Fuel,Other Renewables,%,1.5
Mexico,2021-01-01,Electricity generation,Fuel,Solar,%,4.8
Mexico,2021-01-01,Electricity generation,Fuel,Wind,%,8.22
Mexico,2021-02-01,Electricity generation,Aggregate fuel,Clean,%,26.79
Mexico,2021-02-01,Electricity generation,Aggregate fuel,Fossil,%,73.22
Mexico,2021-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,70.76
Mexico,2021-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,10.41
Mexico,2021-02-01,Electricity generation,Aggregate fuel,Renewables,%,23.96
Mexico,2021-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.55
Mexico,2021-02-01,Electricity generation,Fuel,Bioenergy,%,0.05
Mexico,2021-02-01,Electricity generation,Fuel,Coal,%,2.46
Mexico,2021-02-01,Electricity generation,Fuel,Gas,%,59.67
Mexico,2021-02-01,Electricity generation,Fuel,Hydro,%,8.9
Mexico,2021-02-01,Electricity generation,Fuel,Nuclear,%,2.83
Mexico,2021-02-01,Electricity generation,Fuel,Other Fossil,%,11.09
Mexico,2021-02-01,Electricity generation,Fuel,Other Renewables,%,1.46
Mexico,2021-02-01,Electricity generation,Fuel,Solar,%,5.84
Mexico,2021-02-01,Electricity generation,Fuel,Wind,%,7.71
Mexico,2021-03-01,Electricity generation,Aggregate fuel,Clean,%,28.96
Mexico,2021-03-01,Electricity generation,Aggregate fuel,Fossil,%,71.04
Mexico,2021-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,69.31
Mexico,2021-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,10.05
Mexico,2021-03-01,Electricity generation,Aggregate fuel,Renewables,%,24.53
Mexico,2021-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.48
Mexico,2021-03-01,Electricity generation,Fuel,Bioenergy,%,0.08
Mexico,2021-03-01,Electricity generation,Fuel,Coal,%,1.73
Mexico,2021-03-01,Electricity generation,Fuel,Gas,%,58.64
Mexico,2021-03-01,Electricity generation,Fuel,Hydro,%,8.51
Mexico,2021-03-01,Electricity generation,Fuel,Nuclear,%,4.43
Mexico,2021-03-01,Electricity generation,Fuel,Other Fossil,%,10.67
Mexico,2021-03-01,Electricity generation,Fuel,Other Renewables,%,1.46
Mexico,2021-03-01,Electricity generation,Fuel,Solar,%,6.2
Mexico,2021-03-01,Electricity generation,Fuel,Wind,%,8.28
Mexico,2021-04-01,Electricity generation,Aggregate fuel,Clean,%,28.8
Mexico,2021-04-01,Electricity generation,Aggregate fuel,Fossil,%,71.19
Mexico,2021-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,69.31
Mexico,2021-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.96
Mexico,2021-04-01,Electricity generation,Aggregate fuel,Renewables,%,24.59
Mexico,2021-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.63
Mexico,2021-04-01,Electricity generation,Fuel,Bioenergy,%,0.04
Mexico,2021-04-01,Electricity generation,Fuel,Coal,%,1.88
Mexico,2021-04-01,Electricity generation,Fuel,Gas,%,58.67
Mexico,2021-04-01,Electricity generation,Fuel,Hydro,%,10.57
Mexico,2021-04-01,Electricity generation,Fuel,Nuclear,%,4.21
Mexico,2021-04-01,Electricity generation,Fuel,Other Fossil,%,10.64
Mexico,2021-04-01,Electricity generation,Fuel,Other Renewables,%,1.35
Mexico,2021-04-01,Electricity generation,Fuel,Solar,%,5.9
Mexico,2021-04-01,Electricity generation,Fuel,Wind,%,6.73
Mexico,2021-05-01,Electricity generation,Aggregate fuel,Clean,%,28.49
Mexico,2021-05-01,Electricity generation,Aggregate fuel,Fossil,%,71.51
Mexico,2021-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,69.34
Mexico,2021-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,12.24
Mexico,2021-05-01,Electricity generation,Aggregate fuel,Renewables,%,24.76
Mexico,2021-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.52
Mexico,2021-05-01,Electricity generation,Fuel,Bioenergy,%,0.03
Mexico,2021-05-01,Electricity generation,Fuel,Coal,%,2.17
Mexico,2021-05-01,Electricity generation,Fuel,Gas,%,58.78
Mexico,2021-05-01,Electricity generation,Fuel,Hydro,%,10.97
Mexico,2021-05-01,Electricity generation,Fuel,Nuclear,%,3.73
Mexico,2021-05-01,Electricity generation,Fuel,Other Fossil,%,10.56
Mexico,2021-05-01,Electricity generation,Fuel,Other Renewables,%,1.24
Mexico,2021-05-01,Electricity generation,Fuel,Solar,%,6.14
Mexico,2021-05-01,Electricity generation,Fuel,Wind,%,6.38
Mexico,2021-06-01,Electricity generation,Aggregate fuel,Clean,%,23.37
Mexico,2021-06-01,Electricity generation,Aggregate fuel,Fossil,%,76.64
Mexico,2021-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,74.8
Mexico,2021-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,10.66
Mexico,2021-06-01,Electricity generation,Aggregate fuel,Renewables,%,19.86
Mexico,2021-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.2
Mexico,2021-06-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2021-06-01,Electricity generation,Fuel,Coal,%,1.84
Mexico,2021-06-01,Electricity generation,Fuel,Gas,%,63.5
Mexico,2021-06-01,Electricity generation,Fuel,Hydro,%,9.5
Mexico,2021-06-01,Electricity generation,Fuel,Nuclear,%,3.51
Mexico,2021-06-01,Electricity generation,Fuel,Other Fossil,%,11.3
Mexico,2021-06-01,Electricity generation,Fuel,Other Renewables,%,1.16
Mexico,2021-06-01,Electricity generation,Fuel,Solar,%,5.18
Mexico,2021-06-01,Electricity generation,Fuel,Wind,%,4.02
Mexico,2021-07-01,Electricity generation,Aggregate fuel,Clean,%,25.75
Mexico,2021-07-01,Electricity generation,Aggregate fuel,Fossil,%,74.26
Mexico,2021-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.52
Mexico,2021-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.13
Mexico,2021-07-01,Electricity generation,Aggregate fuel,Renewables,%,22.47
Mexico,2021-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.34
Mexico,2021-07-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2021-07-01,Electricity generation,Fuel,Coal,%,1.74
Mexico,2021-07-01,Electricity generation,Fuel,Gas,%,61.55
Mexico,2021-07-01,Electricity generation,Fuel,Hydro,%,9.96
Mexico,2021-07-01,Electricity generation,Fuel,Nuclear,%,3.28
Mexico,2021-07-01,Electricity generation,Fuel,Other Fossil,%,10.97
Mexico,2021-07-01,Electricity generation,Fuel,Other Renewables,%,1.17
Mexico,2021-07-01,Electricity generation,Fuel,Solar,%,5.05
Mexico,2021-07-01,Electricity generation,Fuel,Wind,%,6.29
Mexico,2021-08-01,Electricity generation,Aggregate fuel,Clean,%,28.57
Mexico,2021-08-01,Electricity generation,Aggregate fuel,Fossil,%,71.42
Mexico,2021-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,70.46
Mexico,2021-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,14.15
Mexico,2021-08-01,Electricity generation,Aggregate fuel,Renewables,%,24.85
Mexico,2021-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.7
Mexico,2021-08-01,Electricity generation,Fuel,Bioenergy,%,0.0
Mexico,2021-08-01,Electricity generation,Fuel,Coal,%,0.96
Mexico,2021-08-01,Electricity generation,Fuel,Gas,%,59.79
Mexico,2021-08-01,Electricity generation,Fuel,Hydro,%,12.99
Mexico,2021-08-01,Electricity generation,Fuel,Nuclear,%,3.72
Mexico,2021-08-01,Electricity generation,Fuel,Other Fossil,%,10.67
Mexico,2021-08-01,Electricity generation,Fuel,Other Renewables,%,1.16
Mexico,2021-08-01,Electricity generation,Fuel,Solar,%,5.05
Mexico,2021-08-01,Electricity generation,Fuel,Wind,%,5.65
Mexico,2021-09-01,Electricity generation,Aggregate fuel,Clean,%,30.47
Mexico,2021-09-01,Electricity generation,Aggregate fuel,Fossil,%,69.54
