Area,Date,Category,Subcategory,Variable,Unit,Value
Brazil,2019-02-01,Electricity generation,Fuel,Coal,%,1.94
Brazil,2019-02-01,Electricity generation,Fuel,Gas,%,8.25
Brazil,2019-02-01,Electricity generation,Fuel,Hydro,%,78.4
Brazil,2019-02-01,Electricity generation,Fuel,Nuclear,%,2.86
Brazil,2019-02-01,Electricity generation,Fuel,Other Fossil,%,2.39
Brazil,2019-02-01,Electricity generation,Fuel,Solar,%,0.94
Brazil,2019-02-01,Electricity generation,Fuel,Wind,%,4.65
Brazil,2019-03-01,Electricity generation,Aggregate fuel,Clean,%,89.52
Brazil,2019-03-01,Electricity generation,Aggregate fuel,Fossil,%,10.48
Brazil,2019-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.59
Brazil,2019-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,80.85
Brazil,2019-03-01,Electricity generation,Aggregate fuel,Renewables,%,86.95
Brazil,2019-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.1
Brazil,2019-03-01,Electricity generation,Fuel,Bioenergy,%,1.01
Brazil,2019-03-01,Electricity generation,Fuel,Coal,%,1.89
Brazil,2019-03-01,Electricity generation,Fuel,Gas,%,6.12
Brazil,2019-03-01,Electricity generation,Fuel,Hydro,%,79.84
Brazil,2019-03-01,Electricity generation,Fuel,Nuclear,%,2.57
Brazil,2019-03-01,Electricity generation,Fuel,Other Fossil,%,2.47
Brazil,2019-03-01,Electricity generation,Fuel,Solar,%,1.01
Brazil,2019-03-01,Electricity generation,Fuel,Wind,%,5.09
Brazil,2019-04-01,Electricity generation,Aggregate fuel,Clean,%,90.67
Brazil,2019-04-01,Electricity generation,Aggregate fuel,Fossil,%,9.33
Brazil,2019-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.32
Brazil,2019-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,81.97
Brazil,2019-04-01,Electricity generation,Aggregate fuel,Renewables,%,88.4
Brazil,2019-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.43
Brazil,2019-04-01,Electricity generation,Fuel,Bioenergy,%,1.61
Brazil,2019-04-01,Electricity generation,Fuel,Coal,%,2.01
Brazil,2019-04-01,Electricity generation,Fuel,Gas,%,4.78
Brazil,2019-04-01,Electricity generation,Fuel,Hydro,%,80.36
Brazil,2019-04-01,Electricity generation,Fuel,Nuclear,%,2.27
Brazil,2019-04-01,Electricity generation,Fuel,Other Fossil,%,2.54
Brazil,2019-04-01,Electricity generation,Fuel,Solar,%,0.99
Brazil,2019-04-01,Electricity generation,Fuel,Wind,%,5.44
Brazil,2019-05-01,Electricity generation,Aggregate fuel,Clean,%,91.35
Brazil,2019-05-01,Electricity generation,Aggregate fuel,Fossil,%,8.64
Brazil,2019-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.87
Brazil,2019-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,80.53
Brazil,2019-05-01,Electricity generation,Aggregate fuel,Renewables,%,89.71
Brazil,2019-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.18
Brazil,2019-05-01,Electricity generation,Fuel,Bioenergy,%,2.16
Brazil,2019-05-01,Electricity generation,Fuel,Coal,%,1.77
Brazil,2019-05-01,Electricity generation,Fuel,Gas,%,4.63
Brazil,2019-05-01,Electricity generation,Fuel,Hydro,%,78.37
Brazil,2019-05-01,Electricity generation,Fuel,Nuclear,%,1.64
Brazil,2019-05-01,Electricity generation,Fuel,Other Fossil,%,2.24
Brazil,2019-05-01,Electricity generation,Fuel,Solar,%,1.05
Brazil,2019-05-01,Electricity generation,Fuel,Wind,%,8.13
Brazil,2019-06-01,Electricity generation,Aggregate fuel,Clean,%,91.47
Brazil,2019-06-01,Electricity generation,Aggregate fuel,Fossil,%,8.54
Brazil,2019-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.32
Brazil,2019-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,75.42
Brazil,2019-06-01,Electricity generation,Aggregate fuel,Renewables,%,88.19
Brazil,2019-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.77
Brazil,2019-06-01,Electricity generation,Fuel,Bioenergy,%,2.39
Brazil,2019-06-01,Electricity generation,Fuel,Coal,%,1.22
Brazil,2019-06-01,Electricity generation,Fuel,Gas,%,5.37
Brazil,2019-06-01,Electricity generation,Fuel,Hydro,%,73.03
Brazil,2019-06-01,Electricity generation,Fuel,Nuclear,%,3.28
Brazil,2019-06-01,Electricity generation,Fuel,Other Fossil,%,1.95
Brazil,2019-06-01,Electricity generation,Fuel,Solar,%,1.12
Brazil,2019-06-01,Electricity generation,Fuel,Wind,%,11.65
Brazil,2019-07-01,Electricity generation,Aggregate fuel,Clean,%,86.01
Brazil,2019-07-01,Electricity generation,Aggregate fuel,Fossil,%,13.99
Brazil,2019-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,10.52
Brazil,2019-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,70.08
Brazil,2019-07-01,Electricity generation,Aggregate fuel,Renewables,%,82.65
Brazil,2019-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.57
Brazil,2019-07-01,Electricity generation,Fuel,Bioenergy,%,2.41
Brazil,2019-07-01,Electricity generation,Fuel,Coal,%,3.47
Brazil,2019-07-01,Electricity generation,Fuel,Gas,%,8.97
Brazil,2019-07-01,Electricity generation,Fuel,Hydro,%,67.67
Brazil,2019-07-01,Electricity generation,Fuel,Nuclear,%,3.36
Brazil,2019-07-01,Electricity generation,Fuel,Other Fossil,%,1.55
Brazil,2019-07-01,Electricity generation,Fuel,Solar,%,1.19
Brazil,2019-07-01,Electricity generation,Fuel,Wind,%,11.38
Brazil,2019-08-01,Electricity generation,Aggregate fuel,Clean,%,83.13
Brazil,2019-08-01,Electricity generation,Aggregate fuel,Fossil,%,16.88
Brazil,2019-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.57
Brazil,2019-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,64.5
Brazil,2019-08-01,Electricity generation,Aggregate fuel,Renewables,%,79.8
Brazil,2019-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.3
Brazil,2019-08-01,Electricity generation,Fuel,Bioenergy,%,2.42
Brazil,2019-08-01,Electricity generation,Fuel,Coal,%,3.31
Brazil,2019-08-01,Electricity generation,Fuel,Gas,%,11.59
Brazil,2019-08-01,Electricity generation,Fuel,Hydro,%,62.08
Brazil,2019-08-01,Electricity generation,Fuel,Nuclear,%,3.33
Brazil,2019-08-01,Electricity generation,Fuel,Other Fossil,%,1.98
Brazil,2019-08-01,Electricity generation,Fuel,Solar,%,1.33
Brazil,2019-08-01,Electricity generation,Fuel,Wind,%,13.97
Brazil,2019-09-01,Electricity generation,Aggregate fuel,Clean,%,83.56
Brazil,2019-09-01,Electricity generation,Aggregate fuel,Fossil,%,16.43
Brazil,2019-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.21
Brazil,2019-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,66.24
Brazil,2019-09-01,Electricity generation,Aggregate fuel,Renewables,%,80.38
Brazil,2019-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.14
Brazil,2019-09-01,Electricity generation,Fuel,Bioenergy,%,2.17
Brazil,2019-09-01,Electricity generation,Fuel,Coal,%,3.22
Brazil,2019-09-01,Electricity generation,Fuel,Gas,%,11.21
Brazil,2019-09-01,Electricity generation,Fuel,Hydro,%,64.07
Brazil,2019-09-01,Electricity generation,Fuel,Nuclear,%,3.18
Brazil,2019-09-01,Electricity generation,Fuel,Other Fossil,%,2.0
Brazil,2019-09-01,Electricity generation,Fuel,Solar,%,1.4
Brazil,2019-09-01,Electricity generation,Fuel,Wind,%,12.74
Brazil,2019-10-01,Electricity generation,Aggregate fuel,Clean,%,83.25
Brazil,2019-10-01,Electricity generation,Aggregate fuel,Fossil,%,16.75
Brazil,2019-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.6
Brazil,2019-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,66.84
Brazil,2019-10-01,Electricity generation,Aggregate fuel,Renewables,%,80.26
Brazil,2019-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.42
Brazil,2019-10-01,Electricity generation,Fuel,Bioenergy,%,2.01
Brazil,2019-10-01,Electricity generation,Fuel,Coal,%,3.15
Brazil,2019-10-01,Electricity generation,Fuel,Gas,%,11.72
Brazil,2019-10-01,Electricity generation,Fuel,Hydro,%,64.83
Brazil,2019-10-01,Electricity generation,Fuel,Nuclear,%,2.99
Brazil,2019-10-01,Electricity generation,Fuel,Other Fossil,%,1.88
Brazil,2019-10-01,Electricity generation,Fuel,Solar,%,1.35
Brazil,2019-10-01,Electricity generation,Fuel,Wind,%,12.07
Brazil,2019-11-01,Electricity generation,Aggregate fuel,Clean,%,82.8
Brazil,2019-11-01,Electricity generation,Aggregate fuel,Fossil,%,17.21
Brazil,2019-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.77
Brazil,2019-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,67.68
Brazil,2019-11-01,Electricity generation,Aggregate fuel,Renewables,%,79.72
Brazil,2019-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.04
Brazil,2019-11-01,Electricity generation,Fuel,Bioenergy,%,1.85
Brazil,2019-11-01,Electricity generation,Fuel,Coal,%,3.44
Brazil,2019-11-01,Electricity generation,Fuel,Gas,%,11.96
Brazil,2019-11-01,Electricity generation,Fuel,Hydro,%,65.83
Brazil,2019-11-01,Electricity generation,Fuel,Nuclear,%,3.08
Brazil,2019-11-01,Electricity generation,Fuel,Other Fossil,%,1.81
Brazil,2019-11-01,Electricity generation,Fuel,Solar,%,1.32
Brazil,2019-11-01,Electricity generation,Fuel,Wind,%,10.72
Brazil,2019-12-01,Electricity generation,Aggregate fuel,Clean,%,85.32
Brazil,2019-12-01,Electricity generation,Aggregate fuel,Fossil,%,14.69
Brazil,2019-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,11.21
Brazil,2019-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,70.68
Brazil,2019-12-01,Electricity generation,Aggregate fuel,Renewables,%,82.28
Brazil,2019-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.6
Brazil,2019-12-01,Electricity generation,Fuel,Bioenergy,%,1.05
Brazil,2019-12-01,Electricity generation,Fuel,Coal,%,3.48
Brazil,2019-12-01,Electricity generation,Fuel,Gas,%,9.34
Brazil,2019-12-01,Electricity generation,Fuel,Hydro,%,69.63
Brazil,2019-12-01,Electricity generation,Fuel,Nuclear,%,3.04
Brazil,2019-12-01,Electricity generation,Fuel,Other Fossil,%,1.87
Brazil,2019-12-01,Electricity generation,Fuel,Solar,%,1.36
Brazil,2019-12-01,Electricity generation,Fuel,Wind,%,10.24
Brazil,2020-01-01,Electricity generation,Aggregate fuel,Clean,%,83.63
Brazil,2020-01-01,Electricity generation,Aggregate fuel,Fossil,%,16.37
Brazil,2020-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,12.92
Brazil,2020-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,74.67
Brazil,2020-01-01,Electricity generation,Aggregate fuel,Renewables,%,81.37
Brazil,2020-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.7
Brazil,2020-01-01,Electricity generation,Fuel,Bioenergy,%,0.68
Brazil,2020-01-01,Electricity generation,Fuel,Coal,%,3.45
Brazil,2020-01-01,Electricity generation,Fuel,Gas,%,11.03
Brazil,2020-01-01,Electricity generation,Fuel,Hydro,%,73.99
Brazil,2020-01-01,Electricity generation,Fuel,Nuclear,%,2.26
Brazil,2020-01-01,Electricity generation,Fuel,Other Fossil,%,1.89
Brazil,2020-01-01,Electricity generation,Fuel,Solar,%,1.46
Brazil,2020-01-01,Electricity generation,Fuel,Wind,%,5.24
Brazil,2020-02-01,Electricity generation,Aggregate fuel,Clean,%,89.02
Brazil,2020-02-01,Electricity generation,Aggregate fuel,Fossil,%,10.97
Brazil,2020-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.9
Brazil,2020-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,79.96
Brazil,2020-02-01,Electricity generation,Aggregate fuel,Renewables,%,87.05
Brazil,2020-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.09
Brazil,2020-02-01,Electricity generation,Fuel,Bioenergy,%,0.66
Brazil,2020-02-01,Electricity generation,Fuel,Coal,%,2.07
Brazil,2020-02-01,Electricity generation,Fuel,Gas,%,6.95
Brazil,2020-02-01,Electricity generation,Fuel,Hydro,%,79.3
Brazil,2020-02-01,Electricity generation,Fuel,Nuclear,%,1.97
Brazil,2020-02-01,Electricity generation,Fuel,Other Fossil,%,1.95
Brazil,2020-02-01,Electricity generation,Fuel,Solar,%,1.47
Brazil,2020-02-01,Electricity generation,Fuel,Wind,%,5.62
Brazil,2020-03-01,Electricity generation,Aggregate fuel,Clean,%,91.39
Brazil,2020-03-01,Electricity generation,Aggregate fuel,Fossil,%,8.61
Brazil,2020-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.32
Brazil,2020-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,82.66
Brazil,2020-03-01,Electricity generation,Aggregate fuel,Renewables,%,88.81
Brazil,2020-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.15
Brazil,2020-03-01,Electricity generation,Fuel,Bioenergy,%,0.97
Brazil,2020-03-01,Electricity generation,Fuel,Coal,%,1.29
Brazil,2020-03-01,Electricity generation,Fuel,Gas,%,5.28
Brazil,2020-03-01,Electricity generation,Fuel,Hydro,%,81.69
Brazil,2020-03-01,Electricity generation,Fuel,Nuclear,%,2.58
Brazil,2020-03-01,Electricity generation,Fuel,Other Fossil,%,2.04
Brazil,2020-03-01,Electricity generation,Fuel,Solar,%,1.67
Brazil,2020-03-01,Electricity generation,Fuel,Wind,%,4.48
Brazil,2020-04-01,Electricity generation,Aggregate fuel,Clean,%,92.19
Brazil,2020-04-01,Electricity generation,Aggregate fuel,Fossil,%,7.82
Brazil,2020-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.34
Brazil,2020-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,79.52
Brazil,2020-04-01,Electricity generation,Aggregate fuel,Renewables,%,88.92
Brazil,2020-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.4
Brazil,2020-04-01,Electricity generation,Fuel,Bioenergy,%,2.0
Brazil,2020-04-01,Electricity generation,Fuel,Coal,%,0.48
Brazil,2020-04-01,Electricity generation,Fuel,Gas,%,4.98
Brazil,2020-04-01,Electricity generation,Fuel,Hydro,%,77.52
Brazil,2020-04-01,Electricity generation,Fuel,Nuclear,%,3.27
Brazil,2020-04-01,Electricity generation,Fuel,Other Fossil,%,2.36
Brazil,2020-04-01,Electricity generation,Fuel,Solar,%,2.09
Brazil,2020-04-01,Electricity generation,Fuel,Wind,%,7.31
Brazil,2020-05-01,Electricity generation,Aggregate fuel,Clean,%,91.91
Brazil,2020-05-01,Electricity generation,Aggregate fuel,Fossil,%,8.1
Brazil,2020-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.96
Brazil,2020-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,77.36
Brazil,2020-05-01,Electricity generation,Aggregate fuel,Renewables,%,88.39
Brazil,2020-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.03
Brazil,2020-05-01,Electricity generation,Fuel,Bioenergy,%,2.57
Brazil,2020-05-01,Electricity generation,Fuel,Coal,%,1.14
Brazil,2020-05-01,Electricity generation,Fuel,Gas,%,4.68
Brazil,2020-05-01,Electricity generation,Fuel,Hydro,%,74.79
Brazil,2020-05-01,Electricity generation,Fuel,Nuclear,%,3.52
Brazil,2020-05-01,Electricity generation,Fuel,Other Fossil,%,2.28
Brazil,2020-05-01,Electricity generation,Fuel,Solar,%,2.09
Brazil,2020-05-01,Electricity generation,Fuel,Wind,%,8.94
Brazil,2020-06-01,Electricity generation,Aggregate fuel,Clean,%,90.7
Brazil,2020-06-01,Electricity generation,Aggregate fuel,Fossil,%,9.29
Brazil,2020-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.83
Brazil,2020-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,74.56
Brazil,2020-06-01,Electricity generation,Aggregate fuel,Renewables,%,88.22
Brazil,2020-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.66
Brazil,2020-06-01,Electricity generation,Fuel,Bioenergy,%,2.65
Brazil,2020-06-01,Electricity generation,Fuel,Coal,%,1.46
Brazil,2020-06-01,Electricity generation,Fuel,Gas,%,5.73
Brazil,2020-06-01,Electricity generation,Fuel,Hydro,%,71.91
Brazil,2020-06-01,Electricity generation,Fuel,Nuclear,%,2.48
Brazil,2020-06-01,Electricity generation,Fuel,Other Fossil,%,2.1
Brazil,2020-06-01,Electricity generation,Fuel,Solar,%,2.1
Brazil,2020-06-01,Electricity generation,Fuel,Wind,%,11.56
Brazil,2020-07-01,Electricity generation,Aggregate fuel,Clean,%,91.8
Brazil,2020-07-01,Electricity generation,Aggregate fuel,Fossil,%,8.19
Brazil,2020-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.05
Brazil,2020-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,75.83
Brazil,2020-07-01,Electricity generation,Aggregate fuel,Renewables,%,90.75
Brazil,2020-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.92
Brazil,2020-07-01,Electricity generation,Fuel,Bioenergy,%,2.64
Brazil,2020-07-01,Electricity generation,Fuel,Coal,%,1.14
Brazil,2020-07-01,Electricity generation,Fuel,Gas,%,4.99
Brazil,2020-07-01,Electricity generation,Fuel,Hydro,%,73.19
Brazil,2020-07-01,Electricity generation,Fuel,Nuclear,%,1.05
Brazil,2020-07-01,Electricity generation,Fuel,Other Fossil,%,2.06
Brazil,2020-07-01,Electricity generation,Fuel,Solar,%,2.13
Brazil,2020-07-01,Electricity generation,Fuel,Wind,%,12.79
Brazil,2020-08-01,Electricity generation,Aggregate fuel,Clean,%,91.55
Brazil,2020-08-01,Electricity generation,Aggregate fuel,Fossil,%,8.44
Brazil,2020-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.32
Brazil,2020-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.95
Brazil,2020-08-01,Electricity generation,Aggregate fuel,Renewables,%,89.64
Brazil,2020-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,16.69
Brazil,2020-08-01,Electricity generation,Fuel,Bioenergy,%,2.39
Brazil,2020-08-01,Electricity generation,Fuel,Coal,%,1.12
Brazil,2020-08-01,Electricity generation,Fuel,Gas,%,5.13
Brazil,2020-08-01,Electricity generation,Fuel,Hydro,%,70.56
Brazil,2020-08-01,Electricity generation,Fuel,Nuclear,%,1.91
Brazil,2020-08-01,Electricity generation,Fuel,Other Fossil,%,2.19
Brazil,2020-08-01,Electricity generation,Fuel,Solar,%,2.19
Brazil,2020-08-01,Electricity generation,Fuel,Wind,%,14.5
Brazil,2020-09-01,Electricity generation,Aggregate fuel,Clean,%,92.57
Brazil,2020-09-01,Electricity generation,Aggregate fuel,Fossil,%,7.42
Brazil,2020-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.56
Brazil,2020-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,73.97
Brazil,2020-09-01,Electricity generation,Aggregate fuel,Renewables,%,89.75
Brazil,2020-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.78
Brazil,2020-09-01,Electricity generation,Fuel,Bioenergy,%,2.31
Brazil,2020-09-01,Electricity generation,Fuel,Coal,%,0.86
Brazil,2020-09-01,Electricity generation,Fuel,Gas,%,4.5
Brazil,2020-09-01,Electricity generation,Fuel,Hydro,%,71.66
Brazil,2020-09-01,Electricity generation,Fuel,Nuclear,%,2.82
Brazil,2020-09-01,Electricity generation,Fuel,Other Fossil,%,2.06
Brazil,2020-09-01,Electricity generation,Fuel,Solar,%,2.27
Brazil,2020-09-01,Electricity generation,Fuel,Wind,%,13.51
Brazil,2020-10-01,Electricity generation,Aggregate fuel,Clean,%,83.93
Brazil,2020-10-01,Electricity generation,Aggregate fuel,Fossil,%,16.06
Brazil,2020-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.1
Brazil,2020-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,68.15
Brazil,2020-10-01,Electricity generation,Aggregate fuel,Renewables,%,81.18
Brazil,2020-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.03
Brazil,2020-10-01,Electricity generation,Fuel,Bioenergy,%,2.13
Brazil,2020-10-01,Electricity generation,Fuel,Coal,%,2.96
Brazil,2020-10-01,Electricity generation,Fuel,Gas,%,10.3
Brazil,2020-10-01,Electricity generation,Fuel,Hydro,%,66.02
Brazil,2020-10-01,Electricity generation,Fuel,Nuclear,%,2.75
Brazil,2020-10-01,Electricity generation,Fuel,Other Fossil,%,2.8
Brazil,2020-10-01,Electricity generation,Fuel,Solar,%,2.01
Brazil,2020-10-01,Electricity generation,Fuel,Wind,%,11.02
Brazil,2020-11-01,Electricity generation,Aggregate fuel,Clean,%,80.15
Brazil,2020-11-01,Electricity generation,Aggregate fuel,Fossil,%,19.84
Brazil,2020-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,16.67
Brazil,2020-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,64.76
Brazil,2020-11-01,Electricity generation,Aggregate fuel,Renewables,%,77.28
Brazil,2020-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.52
Brazil,2020-11-01,Electricity generation,Fuel,Bioenergy,%,1.93
Brazil,2020-11-01,Electricity generation,Fuel,Coal,%,3.17
Brazil,2020-11-01,Electricity generation,Fuel,Gas,%,12.9
Brazil,2020-11-01,Electricity generation,Fuel,Hydro,%,62.83
Brazil,2020-11-01,Electricity generation,Fuel,Nuclear,%,2.87
Brazil,2020-11-01,Electricity generation,Fuel,Other Fossil,%,3.77
Brazil,2020-11-01,Electricity generation,Fuel,Solar,%,1.89
Brazil,2020-11-01,Electricity generation,Fuel,Wind,%,10.63
Brazil,2020-12-01,Electricity generation,Aggregate fuel,Clean,%,81.45
Brazil,2020-12-01,Electricity generation,Aggregate fuel,Fossil,%,18.54
Brazil,2020-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,14.98
Brazil,2020-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,66.05
Brazil,2020-12-01,Electricity generation,Aggregate fuel,Renewables,%,78.69
Brazil,2020-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.64
Brazil,2020-12-01,Electricity generation,Fuel,Bioenergy,%,1.02
Brazil,2020-12-01,Electricity generation,Fuel,Coal,%,3.56
Brazil,2020-12-01,Electricity generation,Fuel,Gas,%,12.06
Brazil,2020-12-01,Electricity generation,Fuel,Hydro,%,65.03
Brazil,2020-12-01,Electricity generation,Fuel,Nuclear,%,2.76
Brazil,2020-12-01,Electricity generation,Fuel,Other Fossil,%,2.92
Brazil,2020-12-01,Electricity generation,Fuel,Solar,%,1.82
Brazil,2020-12-01,Electricity generation,Fuel,Wind,%,10.82
Brazil,2021-01-01,Electricity generation,Aggregate fuel,Clean,%,81.76
Brazil,2021-01-01,Electricity generation,Aggregate fuel,Fossil,%,18.24
Brazil,2021-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,15.15
Brazil,2021-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,66.89
Brazil,2021-01-01,Electricity generation,Aggregate fuel,Renewables,%,79.09
Brazil,2021-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.2
Brazil,2021-01-01,Electricity generation,Fuel,Bioenergy,%,0.56
Brazil,2021-01-01,Electricity generation,Fuel,Coal,%,3.09
Brazil,2021-01-01,Electricity generation,Fuel,Gas,%,11.34
Brazil,2021-01-01,Electricity generation,Fuel,Hydro,%,66.33
Brazil,2021-01-01,Electricity generation,Fuel,Nuclear,%,2.67
Brazil,2021-01-01,Electricity generation,Fuel,Other Fossil,%,3.81
Brazil,2021-01-01,Electricity generation,Fuel,Solar,%,1.85
Brazil,2021-01-01,Electricity generation,Fuel,Wind,%,10.35
Brazil,2021-02-01,Electricity generation,Aggregate fuel,Clean,%,86.48
Brazil,2021-02-01,Electricity generation,Aggregate fuel,Fossil,%,13.51
Brazil,2021-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,10.83
Brazil,2021-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,74.84
Brazil,2021-02-01,Electricity generation,Aggregate fuel,Renewables,%,83.84
Brazil,2021-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.0
Brazil,2021-02-01,Electricity generation,Fuel,Bioenergy,%,0.51
Brazil,2021-02-01,Electricity generation,Fuel,Coal,%,2.68
Brazil,2021-02-01,Electricity generation,Fuel,Gas,%,8.17
Brazil,2021-02-01,Electricity generation,Fuel,Hydro,%,74.33
Brazil,2021-02-01,Electricity generation,Fuel,Nuclear,%,2.64
Brazil,2021-02-01,Electricity generation,Fuel,Other Fossil,%,2.66
Brazil,2021-02-01,Electricity generation,Fuel,Solar,%,1.64
Brazil,2021-02-01,Electricity generation,Fuel,Wind,%,7.36
Brazil,2021-03-01,Electricity generation,Aggregate fuel,Clean,%,87.92
Brazil,2021-03-01,Electricity generation,Aggregate fuel,Fossil,%,12.07
Brazil,2021-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,10.63
Brazil,2021-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,75.77
Brazil,2021-03-01,Electricity generation,Aggregate fuel,Renewables,%,85.4
Brazil,2021-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.63
Brazil,2021-03-01,Electricity generation,Fuel,Bioenergy,%,0.44
Brazil,2021-03-01,Electricity generation,Fuel,Coal,%,1.44
Brazil,2021-03-01,Electricity generation,Fuel,Gas,%,8.71
Brazil,2021-03-01,Electricity generation,Fuel,Hydro,%,75.33
Brazil,2021-03-01,Electricity generation,Fuel,Nuclear,%,2.52
Brazil,2021-03-01,Electricity generation,Fuel,Other Fossil,%,1.92
Brazil,2021-03-01,Electricity generation,Fuel,Solar,%,2.21
Brazil,2021-03-01,Electricity generation,Fuel,Wind,%,7.42
Brazil,2021-04-01,Electricity generation,Aggregate fuel,Clean,%,86.45
Brazil,2021-04-01,Electricity generation,Aggregate fuel,Fossil,%,13.54
Brazil,2021-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,12.05
Brazil,2021-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.65
Brazil,2021-04-01,Electricity generation,Aggregate fuel,Renewables,%,84.21
Brazil,2021-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.56
