Contratada no ano A
(MW médio)","Energia
Contratada no ano A+1
(MW médio)","Energia
Contratada no ano A+2
(MW médio)","Energia
Contratada no ano A+3
,735,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,GUAÇU GERAÇÃO DE ENERGIA S/A,12.912.915/0001-52,2014-ER20,UTE.FL.MT.030863-3.01,GUAÇU,Antecipação de Contrato,MT,Biomassa,Cavaco/ Resíduo de Madeira,SE,"86,735,000.00",#REF!,30.000,,,0.000,25.500,0.1,150,150,150,15.000,15.000,15.000,15.000,15.000,"2,629,800.000",101.99,R$/MWh,0.00,0.00,"268,213,302.00",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,736,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,IACO AGRÍCOLA S.A,07.895.728/0001-78,2014-ER20,UTE.AI.MS.030269-4.01,IACO,Sem Pendências,MS,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,30.000,,,0.000,12.800,0.1,40,40,40,4.000,4.000,4.000,4.000,4.000,"701,280.000",101.49,R$/MWh,0.00,0.00,"71,172,907.20",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,737,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,CENTRAL EOLICA FAMOSA I LTDA,11.203.667/0001-08,2014-ER20,EOL.CV.RN.030878-1.01,FAMOSA I,Outorga Revogada,RN,Eólica,Cinética do Vento,NE,"80,121,000.00",#REF!,22.500,,,0.000,11.100,0.1,104,104,104,10.400,10.400,10.400,10.400,10.400,"1,823,328.000",99.70,R$/MWh,0.00,0.00,"181,785,801.60",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,738,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,SEQUOIA CAPITAL LTDA,01.355.495/0001-34,2014-ER20,EOL.CV.BA.030751-3.01,INHAMBU,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"45,335,050.00",#REF!,25.600,,,0.000,15.500,0.1,155,136,136,15.500,15.500,15.500,15.500,15.500,"2,717,460.000",96.97,R$/MWh,0.00,0.00,"263,512,096.20",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,739,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,SERVTEC ENERGIA LTDA,05.297.750/0001-90,2014-ER20,EOL.CV.CE.030841-2.01,MALHADINHA 1,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"91,120,000.00",#REF!,22.000,,,0.000,12.800,0.1,120,120,120,12.000,12.000,12.000,12.000,12.000,"2,103,840.000",98.95,R$/MWh,0.00,0.00,"208,174,968.00",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,740,2011,LER,04ºLER,Leilão de Energia de Reserva,003/2011,SEQUOIA CAPITAL LTDA,01.355.495/0001-34,2014-ER20,EOL.CV.BA.030732-7.01,ANGICAL,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"67,582,050.00",#REF!,16.000,,,0.000,6.000,0.1,60,136,136,6.000,6.000,6.000,6.000,6.000,"1,051,920.000",99.98,R$/MWh,0.00,0.00,"105,170,961.60",#REF!,#REF!,0.00,0.00,0.00,7/1/2014,6/30/2034,Sim,"3,324.86",#REF!
,741,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,BTG PACTUAL,07.133.522/0001-00,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,32,0,32,16.000,0.000,0.000,0.000,16.000,"35,312.000",56.89,R$/MWh,0.00,0.00,"2,008,899.68",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,742,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,CHESF,33.541.368/0001-16,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,20,0,20,10.000,0.000,0.000,0.000,10.000,"22,070.000",57.39,R$/MWh,0.00,0.00,"1,266,597.30",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,743,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,CEMIG GERACAO,06.981.176/0001-58,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,72,0,72,36.000,0.000,0.000,0.000,36.000,"79,452.000",54.50,R$/MWh,0.00,0.00,"4,330,134.00",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,744,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,CELESC GERA,08.336.804/0001-78,P12M-S-2012 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,5,0,5,2.500,0.000,0.000,0.000,2.500,"21,960.000",73.00,R$/MWh,0.00,0.00,"1,603,080.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2012,Não,"3,337.16",#REF!
,745,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,BIO ENERGIAS,09.571.846/0001-56,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,10,0,10,5.000,0.000,0.000,0.000,5.000,"11,035.000",55.58,R$/MWh,0.00,0.00,"613,325.30",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,746,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,DUKE PARANAPANEMA,02.998.301/0001-81,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,18,0,18,9.000,0.000,0.000,0.000,9.000,"19,863.000",50.00,R$/MWh,0.00,0.00,"993,150.00",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,747,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,SEAL ENERGY,10.671.322/0001-16,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"2,207.000",55.58,R$/MWh,0.00,0.00,"122,665.06",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,748,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,SAFIRA,09.495.582/0001-07,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"2,207.000",55.58,R$/MWh,0.00,0.00,"122,665.06",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,749,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,QUANTA GERACAO,07.642.982/0001-64,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"2,207.000",55.58,R$/MWh,0.00,0.00,"122,665.06",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,750,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,CEMIG GERACAO,06.981.176/0001-58,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,26,0,26,13.000,0.000,0.000,0.000,13.000,"28,691.000",55.59,R$/MWh,0.00,0.00,"1,594,932.69",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,751,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,CELESC GERA,08.336.804/0001-78,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,5,0,5,2.500,0.000,0.000,0.000,2.500,"5,517.500",42.32,R$/MWh,0.00,0.00,"233,500.60",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,752,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,ELETRONORTE,00.357.038/0001-16,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,134,0,134,67.000,0.000,0.000,0.000,67.000,"147,869.000",57.44,R$/MWh,0.00,0.00,"8,493,595.36",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,753,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,BTG PACTUAL,07.133.522/0001-00,P12M-S-2012 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,60,0,60,30.000,0.000,0.000,0.000,30.000,"263,520.000",73.49,R$/MWh,0.00,0.00,"19,366,084.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2012,Não,"3,337.16",#REF!
,754,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,SIRIUS ONE COM,13.145.928/0001-06,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,1,0,1,0.500,0.000,0.000,0.000,0.500,"1,103.500",57.42,R$/MWh,0.00,0.00,"63,362.97",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,755,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,SAFIRA,09.495.582/0001-07,P03M-SE-2011,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"2,207.000",57.39,R$/MWh,0.00,0.00,"126,659.73",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,756,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,COMERC,58.177.643/0001-95,P12M-S-2012 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,9,0,9,4.500,0.000,0.000,0.000,4.500,"39,528.000",74.89,R$/MWh,0.00,0.00,"2,960,251.92",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2012,Não,"3,337.16",#REF!
,757,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,COENERGY,07.298.835/0001-19,P12M-SE-2012 ,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,1,0,1,0.500,0.000,0.000,0.000,0.500,"4,392.000",67.50,R$/MWh,0.00,0.00,"296,460.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2012,Não,"3,337.16",#REF!
,758,2011,LAJ,11ºLAJ,Leilão de Ajuste,002/2011,BTG PACTUAL,07.133.522/0001-00,P03M-S-2011 ,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,32,0,32,16.000,0.000,0.000,0.000,16.000,"35,312.000",55.58,R$/MWh,0.00,0.00,"1,962,640.96",#REF!,#REF!,0.00,0.00,0.00,10/1/2011,12/31/2011,Não,"3,337.16",#REF!
,759,2011,LEE,10ºLEE,Leilão de Energia Existente,008/2011,TRADENER,33.541.368/0001-16,QTD-03,UHE.PH.SE.027053-9.01,XINGÓ,Sem Pendências,SE,Hidrelétrica (UHE),Rio São Francisco,NE,0.00,#REF!,3.162,,,0.000,50.000,1.0,1,1,1,1.000,1.000,1.000,0.000,1.000,"26,304.000",80.00,R$/MWh,0.00,0.00,"2,104,320.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2014,Não,"3,369.28",#REF!
,760,2011,LEE,10ºLEE,Leilão de Energia Existente,008/2011,ELETRONORTE,00.357.038/0001-16,QTD-03,UHE.PH.PA.002889-4.01,TUCURUÍ,Sem Pendências,PA,Hidrelétrica (UHE),Rio Tocantins,N,0.00,#REF!,0.000,,,0.000,300.000,1.0,99,99,99,99.000,99.000,99.000,0.000,99.000,"2,604,096.000",80.00,R$/MWh,0.00,0.00,"208,327,680.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2014,Não,"3,369.28",#REF!
,761,2011,LEE,10ºLEE,Leilão de Energia Existente,008/2011,CEMIG GERACAO,06.981.176/0001-58,QTD-03,UHE.PH.GO.002704-9.01,UHE SÃO SIMÃO,Sem Pendências,MG,Hidrelétrica (UHE),Rio Parnaíba,SE,0.00,#REF!,0.000,,,0.000,124.000,1.0,85,85,85,85.000,85.000,85.000,0.000,85.000,"2,235,840.000",80.00,R$/MWh,0.00,0.00,"178,867,200.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2014,Não,"3,369.28",#REF!
,762,2011,LEE,10ºLEE,Leilão de Energia Existente,008/2011,CEEE,92.715.812/0001-31,QTD-03,UHE.PH.RS.027019-9.01,UHE ITAÚBA,Sem Pendências,RS,Hidrelétrica (UHE),Rio Jacuí,S,0.00,#REF!,500.400,,,0.000,190.000,1.0,10,10,10,10.000,10.000,10.000,0.000,10.000,"263,040.000",79.75,R$/MWh,0.00,0.00,"20,977,440.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2012,12/31/2014,Não,"3,369.28",#REF!
,763,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,VOLTALIA,08.351.042/0001-89,2016-OF20,EOL.CV.RN.030897-8.01,CARCARÁ 2,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"101,889,000.00",#REF!,28.800,,,0.000,14.600,0.1,135,135,135,13.500,13.500,13.500,13.500,13.500,"2,366,820.000",107.03,R$/MWh,0.00,0.00,"253,320,744.60",#REF!,#REF!,"12,907,025.33","12,907,025.33","12,907,025.33",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,764,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,CATAVENTOS EMBUACA,15.137.270/0001-16,2016-OF20,EOL.CV.CE.030899-4.01,CATAVENTOS EMBUACA,Outorga Revogada,CE,Eólica,Cinética do Vento,NE,"48,127,000.00",#REF!,12.000,,,0.000,6.700,0.1,62,62,62,6.200,6.200,6.200,6.200,6.200,"1,086,984.000",107.31,R$/MWh,0.00,0.00,"116,644,253.04",#REF!,#REF!,"5,958,026.40","5,958,026.40","5,958,026.40",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,765,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,VOLTALIA,08.351.042/0001-89,2016-OF20,EOL.CV.RN.030915-0.02,CAIÇARA II,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"67,768,000.00",#REF!,19.800,,,0.000,9.600,0.1,93,135,135,9.300,9.300,9.300,9.300,9.300,"1,630,476.000",107.98,R$/MWh,0.00,0.00,"176,058,798.48",#REF!,#REF!,"9,048,789.64","9,048,789.64","9,048,789.64",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,766,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,VOLTALIA,08.351.042/0001-89,2016-OF20,EOL.CV.RN.030895-1.02,CAIÇARA I,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"100,893,000.00",#REF!,30.600,,,0.000,14.600,0.1,135,135,135,13.500,13.500,13.500,13.500,13.500,"2,366,820.000",107.98,R$/MWh,0.00,0.00,"255,569,223.60",#REF!,#REF!,"13,139,577.81","13,139,577.81","13,139,577.81",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,767,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,UCP,07.298.800/0001-80,2016-OF20,UTE.AI.SP.030024-1.01,CONQUISTA DO PONTAL,Contrato Rescindido,SP,Biomassa,Bagaço de Cana de Açúcar,SE,"86,754,000.00",#REF!,50.000,,,0.000,5.400,0.1,10,10,10,1.000,1.000,1.000,1.000,1.000,"175,320.000",95.00,R$/MWh,0.00,0.00,"16,655,400.00",#REF!,#REF!,"858,125.93","858,125.93","858,125.93",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,768,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,ENERFIN,07.219.024/0001-85,2016-OF20,EOL.CV.RS.030877-3.01,FORÇA 1,Outorga Revogada,RS,Eólica,Cinética do Vento,S,"79,823,590.00",#REF!,22.000,,,0.000,9.900,0.1,99,99,99,9.900,9.900,9.900,9.900,9.900,"1,735,668.000",104.90,R$/MWh,0.00,0.00,"182,071,573.20",#REF!,#REF!,"9,167,347.60","9,167,347.60","9,167,347.60",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,769,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,EDP RENOVÁVEIS,09.334.083/0001-20,2016-OF20,EOL.CV.RN.030933-8.01,BAIXA DO FEIJÃO II,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"117,027,700.00",#REF!,30.000,,,0.000,14.400,0.1,140,140,140,14.000,14.000,14.000,14.000,14.000,"2,454,480.000",97.00,R$/MWh,0.00,0.00,"238,084,560.00",#REF!,#REF!,"12,207,191.11","12,207,191.11","12,207,191.11",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,770,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,EDP RENOVÁVEIS,09.334.083/0001-20,2016-OF20,EOL.CV.RN.030934-6.01,BAIXA DO FEIJÃO III,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"117,027,700.00",#REF!,30.000,,,0.000,14.300,0.1,139,140,140,13.900,13.900,13.900,13.900,13.900,"2,436,948.000",97.00,R$/MWh,0.00,0.00,"236,383,956.00",#REF!,#REF!,"12,102,716.39","12,102,716.39","12,102,716.39",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,771,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,EDP RENOVÁVEIS,09.334.083/0001-20,2016-OF20,EOL.CV.RN.030932-0.01,BAIXA DO FEIJÃO I,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"117,027,700.00",#REF!,30.000,,,0.000,14.800,0.1,144,140,140,14.400,14.400,14.400,14.400,14.400,"2,524,608.000",97.00,R$/MWh,0.00,0.00,"244,886,976.00",#REF!,#REF!,"12,557,049.08","12,557,049.08","12,557,049.08",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,772,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,EDP RENOVÁVEIS,09.334.083/0001-20,2016-OF20,EOL.CV.RN.030931-1.01,BAIXA DO FEIJÃO IV,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"117,027,700.00",#REF!,30.000,,,0.000,13.700,0.1,133,140,140,13.300,13.300,13.300,13.300,13.300,"2,331,756.000",97.00,R$/MWh,0.00,0.00,"226,180,332.00",#REF!,#REF!,"11,592,516.88","11,592,516.88","11,592,516.88",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,773,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,SÃO CLEMENTE,10.513.084/0001-10,2016-OF20,EOL.CV.CE.030927-3.01,SÃO CLEMENTE,Data de Suprimento Alterada,CE,Eólica,Cinética do Vento,NE,"71,633,000.00",#REF!,19.200,,,0.000,9.300,0.1,82,82,82,8.200,8.200,8.200,8.200,8.200,"1,437,624.000",107.69,R$/MWh,0.00,0.00,"154,817,728.56",#REF!,#REF!,"7,920,914.64","7,920,914.64","7,920,914.64",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,774,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,UPA,08.322.396/0001-03,2016-OF20,UTE.AI.GO.029999-5.01,PORTO DAS ÁGUAS FASE II,Sem Pendências,GO,Biomassa,Bagaço de Cana de Açúcar,SE,"149,100,000.00",#REF!,50.000,,,0.000,37.700,0.1,170,170,170,17.000,17.000,17.000,17.000,17.000,"2,980,440.000",103.46,R$/MWh,0.00,0.00,"308,356,322.40",#REF!,#REF!,"15,483,921.02","15,483,921.02","15,483,921.02",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,775,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,SANTA CATARINA,10.570.108/0001-73,2016-OF20,EOL.CV.CE.030924-9.01,SANTA CATARINA,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"52,855,000.00",#REF!,16.000,,,0.000,8.500,0.1,75,75,75,7.500,7.500,7.500,7.500,7.500,"1,314,900.000",107.70,R$/MWh,0.00,0.00,"141,614,730.00",#REF!,#REF!,"7,252,623.00","7,252,623.00","7,252,623.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,776,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,GESTAMP,08.093.648/0001-61,2016-OF20,EOL.CV.RN.030900-1.01,PARQUE EÓLICO CABEÇO PRETO VI,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"77,580,000.00",#REF!,19.800,,,0.000,9.500,0.1,95,95,95,9.500,9.500,9.500,9.500,9.500,"1,665,540.000",106.98,R$/MWh,0.00,0.00,"178,179,469.20",#REF!,#REF!,"9,092,875.60","9,092,875.60","9,092,875.60",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,777,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,VOLTALIA,08.351.042/0001-89,2016-OF20,EOL.CV.RN.030898-6.01,TERRAL,Sem Pendências,RN,Eólica,Cinética do Vento,NE,"101,687,000.00",#REF!,28.800,,,0.000,16.000,0.1,135,135,135,13.500,13.500,13.500,13.500,13.500,"2,366,820.000",107.03,R$/MWh,0.00,0.00,"253,320,744.60",#REF!,#REF!,"12,910,492.80","12,910,492.80","12,910,492.80",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,778,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,JANDAIA 1,10.570.098/0001-76,2016-OF20,EOL.CV.CE.030921-4.01,SÃO JANUÁRIO,Data de Suprimento Alterada,CE,Eólica,Cinética do Vento,NE,"71,633,000.00",#REF!,19.200,,,0.000,9.000,0.1,79,79,79,7.900,7.900,7.900,7.900,7.900,"1,385,028.000",107.69,R$/MWh,0.00,0.00,"149,153,665.32",#REF!,#REF!,"7,593,062.88","7,593,062.88","7,593,062.88",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,779,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,PITOMBEIRA,10.513.671/0001-00,2016-OF20,EOL.CV.CE.030926-5.01,PITOMBEIRA,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"91,226,000.00",#REF!,27.000,,,0.000,13.900,0.1,122,122,122,12.200,12.200,12.200,12.200,12.200,"2,138,904.000",107.70,R$/MWh,0.00,0.00,"230,359,960.80",#REF!,#REF!,"11,747,370.24","11,747,370.24","11,747,370.24",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,780,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,ENERFIN,07.219.024/0001-85,2016-OF20,EOL.CV.RS.030894-3.01,PARQUE EÓLICO DOS ÍNDIOS 3,Sem Pendências,RS,Eólica,Cinética do Vento,S,"79,823,590.00",#REF!,22.000,,,0.000,8.800,0.1,88,99,99,8.800,8.800,8.800,8.800,8.800,"1,542,816.000",103.99,R$/MWh,0.00,0.00,"160,437,435.84",#REF!,#REF!,"8,046,381.12","8,046,381.12","8,046,381.12",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,781,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,OLEOPLAN,88.676.127/0001-76,2016-OF20,EOL.CV.RS.030901-0.01,PONTAL 3B,Sem Pendências,RS,Eólica,Cinética do Vento,S,"102,142,400.00",#REF!,25.600,,,0.000,11.000,0.1,110,110,110,11.000,11.000,11.000,11.000,11.000,"1,928,520.000",106.97,R$/MWh,0.00,0.00,"206,293,784.40",#REF!,#REF!,"10,378,000.00","10,378,000.00","10,378,000.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,782,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,JANDAIA 2,10.309.122/0001-18,2016-OF20,EOL.CV.CE.030918-4.01,UBATUBA,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"44,967,000.00",#REF!,12.600,,,0.000,5.800,0.1,51,51,51,5.100,5.100,5.100,5.100,5.100,"894,132.000",107.69,R$/MWh,0.00,0.00,"96,289,075.08",#REF!,#REF!,"4,872,811.32","4,872,811.32","4,872,811.32",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,783,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,HORIZONTE,13.669.646/0001-08,2016-OF20,EOL.CV.CE.030925-7.01,VENTOS DE HORIZONTE,Sem Pendências,CE,Eólica,Cinética do Vento,NE,"51,940,000.00",#REF!,14.400,,,0.000,7.300,0.1,64,64,64,6.400,6.400,6.400,6.400,6.400,"1,122,048.000",107.69,R$/MWh,0.00,0.00,"120,833,349.12",#REF!,#REF!,"6,142,932.48","6,142,932.48","6,142,932.48",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,784,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,CAMPO FORMOSO II,13.344.233/0001-53,2016-OF20,EOL.CV.BA.031010-7.01,VENTOS DE CAMPO FORMOSO II,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"102,940,000.00",#REF!,29.900,,,0.000,15.500,0.1,155,155,155,15.500,15.500,15.500,15.500,15.500,"2,717,460.000",102.49,R$/MWh,0.00,0.00,"278,512,475.40",#REF!,#REF!,"14,416,092.00","14,416,092.00","14,416,092.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,785,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,MORRINHOS,13.344.294/0001-10,2016-OF20,EOL.CV.BA.030945-1.01,VENTOS DE MORRINHOS,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"102,940,000.00",#REF!,29.900,,,0.000,15.000,0.1,150,150,150,15.000,15.000,15.000,15.000,15.000,"2,629,800.000",102.49,R$/MWh,0.00,0.00,"269,528,202.00",#REF!,#REF!,"14,007,186.00","14,007,186.00","14,007,186.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,786,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,SERTÃO,13.344.224/0001-62,2016-OF20,EOL.CV.BA.030946-0.01,VENTOS DO SERTÃO,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"102,940,000.00",#REF!,29.900,,,0.000,15.700,0.1,127,127,127,12.700,12.700,12.700,12.700,12.700,"2,226,564.000",109.40,R$/MWh,0.00,0.00,"243,586,101.60",#REF!,#REF!,"12,535,000.00","12,535,000.00","12,535,000.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
,787,2011,LEN,13ºLEN,Leilão de Energia Nova,007/2011,CAMPO FORMOSO I,13.344.273/0001-03,2016-OF20,EOL.CV.BA.030943-5.01,VENTOS DE CAMPO FORMOSO I,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"102,940,000.00",#REF!,29.900,,,0.000,15.500,0.1,155,155,155,15.500,15.500,15.500,15.500,15.500,"2,717,460.000",102.49,R$/MWh,0.00,0.00,"278,512,475.40",#REF!,#REF!,"14,416,092.00","14,416,092.00","14,416,092.00",1/1/2016,12/31/2035,Não,"3,386.80",#REF!
